node_id,lat,lon,etiqueta,rol,enlace,ncu,gw,esclavo
TCU_SUNNER_ID_001,-16.603387,-71.795521,TR-01_1-001,TCU,radio,1,1,1
TCU_SUNNER_ID_002,-16.603326,-71.795404,TR-01_1-002,TCU,radio,1,1,2
TCU_SUNNER_ID_003,-16.603327,-71.795288,TR-01_1-003,TCU,radio,1,1,3
TCU_SUNNER_ID_004,-16.603329,-71.795172,TR-01_1-004,TCU,radio,1,1,4
TCU_SUNNER_ID_005,-16.60333,-71.795056,TR-01_1-005,TCU,radio,1,1,5
TCU_SUNNER_ID_006,-16.603332,-71.79494,TR-01_1-006,TCU,radio,1,1,6
TCU_SUNNER_ID_007,-16.603334,-71.794824,TR-01_1-007,TCU,radio,1,1,7
TCU_SUNNER_ID_008,-16.603335,-71.794707,TR-01_1-008,TCU,radio,1,1,8
TCU_SUNNER_ID_009,-16.604065,-71.795531,TR-01_1-009,TCU,radio,1,1,9
TCU_SUNNER_ID_010,-16.604004,-71.795414,TR-01_1-010,TCU,radio,1,1,10
TCU_SUNNER_ID_011,-16.604005,-71.795298,TR-01_1-011,TCU,radio,1,1,11
TCU_SUNNER_ID_012,-16.604007,-71.795182,TR-01_1-012,TCU,radio,1,1,12
TCU_SUNNER_ID_013,-16.604008,-71.795066,TR-01_1-013,TCU,radio,1,1,13
TCU_SUNNER_ID_014,-16.60401,-71.794949,TR-01_1-014,TCU,radio,1,1,14
TCU_SUNNER_ID_015,-16.604012,-71.794833,TR-01_1-015,TCU,radio,1,1,15
TCU_SUNNER_ID_016,-16.604013,-71.794717,TR-01_1-016,TCU,radio,1,1,16
TCU_SUNNER_ID_017,-16.604015,-71.794601,TR-01_1-017,TCU,radio,1,1,17
TCU_SUNNER_ID_018,-16.604016,-71.794485,TR-01_1-018,TCU,radio,1,1,18
TCU_SUNNER_ID_019,-16.604744,-71.795541,TR-01_1-019,TCU,radio,1,1,19
TCU_SUNNER_ID_020,-16.604682,-71.795424,TR-01_1-020,TCU,radio,1,1,20
